iter	Logloss
0	0.656985996
1	0.6231215519
2	0.5917369295
3	0.5631905562
4	0.5359046717
5	0.511454421
6	0.4885682336
7	0.4672990771
8	0.4468186861
9	0.4285182132
10	0.4117044683
11	0.3972444488
12	0.3827980327
13	0.3700758335
14	0.3576765625
15	0.3460773295
16	0.3359205858
17	0.3262561537
18	0.3166045258
19	0.3072442854
20	0.299400488
21	0.2932626875
22	0.286114982
23	0.2797527799
24	0.2734709194
25	0.2678395923
26	0.2628362613
27	0.2574963499
28	0.2522397527
29	0.2468948962
30	0.2422112924
31	0.2380442776
32	0.2337167005
33	0.2306665847
34	0.2268595257
35	0.224111614
36	0.2206090537
37	0.2175587519
38	0.2144179027
39	0.21145757
40	0.2087316096
41	0.2068112425
42	0.2045987207
43	0.2024958257
44	0.2004356069
45	0.1988129947
46	0.1968498332
47	0.195200123
48	0.193446425
49	0.1919937893
50	0.1907870679
51	0.1894541353
52	0.1882681925
53	0.1870565778
54	0.1858889313
55	0.184901396
56	0.1839905592
57	0.1831052277
58	0.1822573906
59	0.1814139839
60	0.1807016444
61	0.1799623766
62	0.1792577709
63	0.1786682047
64	0.1781607375
65	0.1776032456
66	0.177022558
67	0.1765292505
68	0.1758713514
69	0.1752339769
70	0.1746018953
71	0.1741544079
72	0.173589082
73	0.1730801848
74	0.1726525561
75	0.1722301727
76	0.1717354818
77	0.1713168787
78	0.1709532728
79	0.1706664199
80	0.1701526602
81	0.1696895958
82	0.1692274002
83	0.168899758
84	0.1686024049
85	0.1683425172
86	0.1679330088
87	0.1676355883
88	0.1672469305
89	0.1669581995
90	0.1667266533
91	0.1664345798
92	0.1660940059
93	0.1658706678
94	0.1656257058
95	0.1654303348
96	0.165196772
97	0.1649518867
98	0.1648361441
99	0.1646607051
100	0.164512515
101	0.1643464817
102	0.1639494072
103	0.1637206004
104	0.1634404623
105	0.1631146276
106	0.16287605
107	0.1626597715
108	0.1624621394
109	0.1622440542
110	0.1620784354
111	0.1618689874
112	0.1616872352
113	0.1615349386
114	0.1612582874
115	0.1610838808
116	0.1609190932
117	0.160686681
118	0.1604430401
119	0.1603097171
120	0.1602669649
121	0.1601538928
122	0.1600119436
123	0.1599266062
124	0.1598371215
125	0.1597841974
126	0.1597231133
127	0.1596391162
128	0.1595055368
129	0.159402175
130	0.1593235131
131	0.1591371915
132	0.1589539106
133	0.158746384
134	0.1585265677
135	0.1583506542
136	0.1581937398
137	0.1580502821
138	0.1578488313
139	0.1577169583
140	0.1575504832
141	0.1574111495
142	0.1572866482
143	0.157099738
144	0.1569585297
145	0.1569281968
146	0.156838906
147	0.156810735
148	0.1567483364
149	0.1566184055
150	0.1565519051
151	0.1563846322
152	0.1562854857
153	0.1562404039
154	0.1561702963
155	0.1560648329
156	0.1559461189
157	0.1558687143
158	0.1558391548
159	0.1557878154
160	0.1557342498
161	0.1556541283
162	0.1555676826
163	0.155515127
164	0.155478806
165	0.1554454222
166	0.1553292489
167	0.1552777472
168	0.1552252649
169	0.1552039826
170	0.1551134117
171	0.155022736
172	0.1549764053
173	0.1549391839
174	0.1548938732
175	0.1548108458
176	0.1546910055
177	0.1546460264
178	0.1545884945
179	0.154529798
180	0.1544811491
181	0.1544463616
182	0.1543982921
183	0.1543445765
184	0.1542794509
185	0.1542196474
186	0.1541753038
187	0.1541094167
188	0.1540378308
189	0.1540058851
190	0.1539783702
191	0.1538813915
192	0.153739437
193	0.153692653
194	0.1536568956
195	0.1536142584
196	0.1535527967
197	0.1534987117
198	0.1534270348
199	0.153385374
200	0.1533323946
201	0.1532563349
202	0.1531894964
203	0.1531085979
204	0.1530452456
205	0.1530215743
206	0.152954427
207	0.1529320694
208	0.1529025712
209	0.1528667716
210	0.1528113568
211	0.1528025024
212	0.1527853378
213	0.1527687833
214	0.1527358037
215	0.1527036941
216	0.1526217167
217	0.152552289
218	0.1525202559
219	0.1524582125
220	0.1524034319
221	0.1523766612
222	0.1523658276
223	0.1523004973
224	0.1522094393
225	0.1521620603
226	0.1521369941
227	0.1520593361
228	0.1520108469
229	0.1519744233
230	0.1519495923
231	0.1518872746
232	0.1518816883
233	0.1518177476
234	0.1517998003
235	0.1517668049
236	0.1517421952
237	0.1517137665
238	0.1516574672
239	0.1516484154
240	0.1516073534
241	0.1515815424
242	0.1515374584
243	0.1514775672
244	0.1514224139
245	0.1513870902
246	0.1513567637
247	0.1512991834
248	0.1512409403
249	0.1512064725
250	0.1511834506
251	0.1511506147
252	0.1511411734
253	0.1511302489
254	0.1511099959
255	0.1510927795
256	0.1510296429
257	0.1510040683
258	0.1509582301
259	0.1508815693
260	0.1508437753
261	0.1508348306
262	0.1507852569
263	0.1507405536
264	0.1506664748
265	0.1506427382
266	0.1506091606
267	0.1505813759
268	0.15054929
269	0.1505290612
270	0.1504772903
271	0.150467049
272	0.1503890184
273	0.1503450399
274	0.1503207437
275	0.1502858645
276	0.1502580806
277	0.1502225445
278	0.1501849894
279	0.1501491388
280	0.1501483061
281	0.1500914451
282	0.1500283838
283	0.1500135196
284	0.1499692278
285	0.1499216674
286	0.1499061271
287	0.1498649774
288	0.1498329983
289	0.1497703153
290	0.1497063449
291	0.14965423
292	0.1496296636
293	0.1495737832
294	0.149556746
295	0.1495117482
296	0.149504422
297	0.149436726
298	0.149373686
299	0.1493317018
300	0.1493108226
301	0.1492642851
302	0.1491920068
303	0.1491841321
304	0.1491491468
305	0.1491242641
306	0.1490716324
307	0.149043989
308	0.1490119352
309	0.149003401
310	0.1489667961
311	0.1489604566
312	0.1489326549
313	0.1489085663
314	0.1488787286
315	0.1488650242
316	0.1488012532
317	0.1487459366
318	0.1487084228
319	0.1486910042
320	0.1486701477
321	0.1486435753
322	0.1486260178
323	0.1485863705
324	0.1485742816
325	0.1485328941
326	0.1485227886
327	0.1484834916
328	0.1484021827
329	0.1483242645
330	0.1482836305
331	0.1482806149
332	0.1482701508
333	0.1482480602
334	0.1482201201
335	0.1481795926
336	0.1481606415
337	0.1481251056
338	0.1480976984
339	0.1480799334
340	0.1480547783
341	0.1480319973
342	0.1480015365
343	0.1479648322
344	0.1479273486
345	0.1478922442
346	0.1478693827
347	0.1478529247
348	0.1478357515
349	0.1478095303
350	0.147792649
351	0.1477550674
352	0.1477295285
353	0.1476818797
354	0.1476352047
355	0.1475953699
356	0.147559855
357	0.1475432025
358	0.1475280823
359	0.1474980459
360	0.1474882103
361	0.147415992
362	0.1474022296
363	0.1473831128
364	0.1473258619
365	0.1473010516
366	0.1472666831
367	0.1472478536
368	0.1472312774
369	0.1471859351
370	0.1471783874
371	0.1471393636
372	0.1471251267
373	0.1470865956
374	0.1470395391
375	0.1469631115
376	0.1469239716
377	0.1469103962
378	0.1469005015
379	0.1468942805
380	0.1468654578
381	0.1468508238
382	0.1467871613
383	0.1467674978
384	0.1467437505
385	0.146729896
386	0.1466432005
387	0.1466188981
388	0.1466038649
389	0.1465517132
390	0.1465132886
391	0.1464556062
392	0.1464109624
393	0.1463850622
394	0.1463276018
395	0.1463004423
396	0.146294332
397	0.1462337237
398	0.146184409
399	0.1461700942
400	0.1460964081
401	0.1460791087
402	0.1460707272
403	0.146054045
404	0.1460082179
405	0.1459262577
406	0.1458860292
407	0.1458676746
408	0.1458585449
409	0.145826994
410	0.1458127965
411	0.1457768502
412	0.1457294982
413	0.1456871532
414	0.145670043
415	0.1456453088
416	0.1456205327
417	0.1456083396
418	0.1455908778
419	0.1455826314
420	0.1455587406
421	0.1455488162
422	0.1455425771
423	0.1455254978
424	0.1454876621
425	0.1454441083
426	0.1453872872
427	0.1453773514
428	0.145309133
429	0.1452986571
430	0.1452736259
431	0.1452401026
432	0.1452328231
433	0.1452197518
434	0.1451784253
435	0.1451265393
436	0.1451202091
437	0.1450941987
438	0.1450702103
439	0.1450385051
440	0.145007672
441	0.1449720584
442	0.1449559636
443	0.1449392454
444	0.1448883468
445	0.1448790136
446	0.1448410398
447	0.1448117658
448	0.1448032799
449	0.1447955255
450	0.1447738364
451	0.1447351069
452	0.1447195762
453	0.1446630285
454	0.1446401101
455	0.1446152267
456	0.144562088
457	0.1445573225
458	0.144525587
459	0.1445136348
460	0.144484203
461	0.1444290435
462	0.1444164031
463	0.144387913
464	0.1443574134
465	0.1443483183
466	0.1443126996
467	0.1442954604
468	0.144251397
469	0.1442154854
470	0.1441997784
471	0.1441667978
472	0.1440992412
473	0.1440628972
474	0.1439914074
475	0.1439721274
476	0.1439020625
477	0.1438548717
478	0.1438461145
479	0.1437994008
480	0.1437871283
481	0.1437666227
482	0.1437582958
483	0.1437254466
484	0.1436711702
485	0.1436600399
486	0.1436334945
487	0.1436010407
488	0.1435704016
489	0.1435561408
490	0.1435120999
491	0.143500396
492	0.1434921139
493	0.1434542768
494	0.1434311341
495	0.1433976959
496	0.1433298274
497	0.143316181
498	0.1433045347
499	0.1432809336
500	0.1432429034
501	0.1432266469
502	0.1431981151
503	0.1431881831
504	0.1431685602
505	0.1431441409
506	0.1431251747
507	0.1430897608
508	0.1430740353
509	0.1430514946
510	0.1430427799
511	0.142986336
512	0.1429684853
513	0.1429370951
514	0.1429067826
515	0.1428938913
516	0.1428896644
517	0.1428621985
518	0.1428323199
519	0.1428071506
520	0.1427733549
521	0.1427557147
522	0.1427418606
523	0.1427140911
524	0.1426822536
525	0.1426570713
526	0.1426126129
527	0.142564738
528	0.1425466381
529	0.1425117731
530	0.1424788416
531	0.1424524334
532	0.1424320202
533	0.1423897543
534	0.142368181
535	0.1423368575
536	0.1422922904
537	0.142270086
538	0.1422644317
539	0.1422389062
540	0.1421851801
541	0.1421435085
542	0.1421083008
543	0.1420760403
544	0.142066554
545	0.1420244973
546	0.141986619
547	0.1419647133
548	0.1419480391
549	0.141879133
550	0.1418683224
551	0.1418294368
552	0.1417876731
553	0.1417717104
554	0.1417411855
555	0.1417318765
556	0.1416891085
557	0.141654905
558	0.1416390345
559	0.1416040503
560	0.1415952063
561	0.1415702282
562	0.1415436283
563	0.1415313706
564	0.1414781787
565	0.1414366602
566	0.1413890307
567	0.1413829885
568	0.1413412385
569	0.1412867294
570	0.1412546781
571	0.1412317569
572	0.141219673
573	0.1411601735
574	0.1411438555
575	0.1410924831
576	0.1410634724
577	0.1410400952
578	0.1410162557
579	0.1409910305
580	0.1409860721
581	0.140961696
582	0.140939386
583	0.1409196583
584	0.1408627821
585	0.1408559294
586	0.1408427504
587	0.1408118896
588	0.1408065757
589	0.1407710539
590	0.1407329716
591	0.1406885975
592	0.1406676347
593	0.14061781
594	0.1405868002
595	0.1405643747
596	0.1405419273
597	0.1405168528
598	0.1404871357
599	0.1404574888
600	0.1404352459
601	0.1404142004
602	0.1404085618
603	0.1403964438
604	0.1403482749
605	0.140288349
606	0.140263753
607	0.1402420324
608	0.1402111449
609	0.140178848
610	0.1401493642
611	0.1401272147
612	0.1400707348
613	0.1400483027
614	0.1400372015
615	0.1400012799
616	0.1399721589
617	0.1399559282
618	0.1399462519
619	0.1399299185
620	0.1399229714
621	0.1399094785
622	0.1399038948
623	0.1398974046
624	0.1398727982
625	0.1398389061
626	0.1398298501
627	0.139807791
628	0.1397819622
629	0.1397533044
630	0.1397256407
631	0.1396906819
632	0.1396663938
633	0.139649865
634	0.1396345673
635	0.1396253426
636	0.1395852765
637	0.1395646189
638	0.1395229841
639	0.1395144375
640	0.1395111504
641	0.1394815051
642	0.139446353
643	0.1394081675
644	0.1393932562
645	0.1393739005
646	0.1393551617
647	0.1393471624
648	0.1393232701
649	0.1393010689
650	0.1392702803
651	0.1392517216
652	0.1392292323
653	0.1392040346
654	0.1392008847
655	0.1391868973
656	0.1391530681
657	0.139139281
658	0.1391159072
659	0.1391113442
660	0.1390912837
661	0.1390730102
662	0.1390369431
663	0.1389953763
664	0.1389612937
665	0.1389322592
666	0.1388925453
667	0.1388416441
668	0.1388247595
669	0.1387979209
670	0.1387645476
671	0.1387223567
672	0.1386919093
673	0.1386665443
674	0.1386358877
675	0.1386122259
676	0.1385939834
677	0.1385673437
678	0.1385538522
679	0.1385313592
680	0.1385144228
681	0.1384908334
682	0.1384526779
683	0.1384244442
684	0.1383770775
685	0.138363801
686	0.1383447474
687	0.1383196616
688	0.1383166509
689	0.1382717743
690	0.1382455117
691	0.1382193725
692	0.1381929994
693	0.1381929911
694	0.1381485265
695	0.1381236888
696	0.1381020932
697	0.1380709893
698	0.1380360992
699	0.1379826686
700	0.1379826307
701	0.137982476
702	0.137962082
703	0.1379386327
704	0.1379260183
705	0.1378625386
706	0.137843319
707	0.1378077541
708	0.137788812
709	0.1377754047
710	0.1377449298
711	0.1377102327
712	0.1376957815
713	0.1376645107
714	0.1376217017
715	0.1376216995
716	0.1375909235
717	0.1375596056
718	0.13753035
719	0.1375032598
720	0.137487554
721	0.1374761873
722	0.1374761849
723	0.137450196
724	0.1374226804
725	0.1374226781
726	0.1374064048
727	0.1374064002
728	0.1373970185
729	0.137379155
730	0.1373699622
731	0.1373571807
732	0.1373277228
733	0.1373175948
734	0.1372713531
735	0.1372479436
736	0.137214998
737	0.1371858126
738	0.1371692736
739	0.1371638181
740	0.1371487965
741	0.1371371433
742	0.1370900357
743	0.1370533031
744	0.1370120478
745	0.1369640355
746	0.1369569778
747	0.1369007729
748	0.1368476299
749	0.136792608
750	0.1367796126
751	0.136746568
752	0.1367150913
753	0.1366772237
754	0.1366582284
755	0.1366405227
756	0.13660283
757	0.1365747258
758	0.1365364056
759	0.1365258201
760	0.1365025688
761	0.1364871658
762	0.1364588047
763	0.136448189
764	0.1364138088
765	0.1363998581
766	0.1363837673
767	0.1363727253
768	0.1363467458
769	0.1363277954
770	0.1362954649
771	0.1362577165
772	0.1362477086
773	0.1362342816
774	0.1361969
775	0.136169363
776	0.136155334
777	0.1361418896
778	0.1361247532
779	0.1361149818
780	0.1360665053
781	0.1360421556
782	0.1360328901
783	0.1360021811
784	0.1359866622
785	0.1359729503
786	0.1359615627
787	0.1359377622
788	0.1359247724
789	0.1359124114
790	0.1358999337
791	0.135855096
792	0.1358202602
793	0.1357994661
794	0.1357907059
795	0.1357584477
796	0.135732035
797	0.1357129767
798	0.1356902407
799	0.1356775395
800	0.1356299995
801	0.1356127561
802	0.1355900091
803	0.1355818125
804	0.1355731236
805	0.1355439979
806	0.135497898
807	0.135456481
808	0.1354459708
809	0.1354370802
810	0.1354281981
811	0.1354207853
812	0.1353908441
813	0.1353815359
814	0.1353607747
815	0.1353450473
816	0.135308067
817	0.1352599581
818	0.1352599558
819	0.135248206
820	0.1352411103
821	0.1352265788
822	0.1351978747
823	0.1351911349
824	0.1351911129
825	0.1351787075
826	0.1351597024
827	0.1351308235
828	0.1351152748
829	0.135101531
830	0.1350893209
831	0.1350778655
832	0.1350475862
833	0.135026801
834	0.1350028463
835	0.1349855755
836	0.1349734193
837	0.1349594603
838	0.1349477933
839	0.1349468917
840	0.1349363704
841	0.1349213385
842	0.1349172649
843	0.1349085531
844	0.1348733083
845	0.1348649861
846	0.1348242822
847	0.1347864436
848	0.1347653446
849	0.1347567046
850	0.1347487578
851	0.1347097979
852	0.1346935025
853	0.1346679892
854	0.1346467355
855	0.1346376532
856	0.1346301736
857	0.1346209328
858	0.1345968045
859	0.1345586471
860	0.1345532162
861	0.134546181
862	0.1345023838
863	0.134475045
864	0.1344435734
865	0.1344051191
866	0.134382399
867	0.1343446109
868	0.1343158861
869	0.1342795036
870	0.1342600538
871	0.134242327
872	0.1342200714
873	0.1341834357
874	0.1341485412
875	0.1341372126
876	0.1341128498
877	0.1340897948
878	0.1340688675
879	0.1340424552
880	0.134031322
881	0.1340215489
882	0.1340019027
883	0.1339660797
884	0.1339512548
885	0.1339446862
886	0.1339021865
887	0.1338901914
888	0.133883408
889	0.1338655304
890	0.1338586115
891	0.133844844
892	0.1338217494
893	0.1338052934
894	0.1337829573
895	0.1337764191
896	0.1337715529
897	0.1337653722
898	0.1337595198
899	0.1337401377
900	0.1337202094
901	0.1336994845
902	0.1336876152
903	0.1336557579
904	0.1336404565
905	0.1336299354
906	0.1336206175
907	0.1336080805
908	0.1336012589
909	0.1335854159
910	0.1335264121
911	0.1335070934
912	0.1335020269
913	0.1334809516
914	0.1334187419
915	0.1333903433
916	0.1333766505
917	0.1333552644
918	0.133341717
919	0.1333024047
920	0.1332634312
921	0.1332415861
922	0.1332334517
923	0.1331952324
924	0.1331797107
925	0.1331442323
926	0.1331237383
927	0.1330996072
928	0.13307496
929	0.1330657004
930	0.133058029
931	0.1330323952
932	0.132999823
933	0.1329787562
934	0.1329602849
935	0.1329421565
936	0.132908105
937	0.1329004288
938	0.1328944641
939	0.1328687824
940	0.1328583761
941	0.1328563797
942	0.1328319507
943	0.1328012016
944	0.1327748549
945	0.13275044
946	0.1327279081
947	0.1326854392
948	0.1326523299
949	0.1326415688
950	0.1326245842
951	0.1325936145
952	0.1325828687
953	0.132564216
954	0.1325197756
955	0.1325057587
956	0.1324844651
957	0.1324742875
958	0.132450781
959	0.1324457212
960	0.1324296958
961	0.1324241278
962	0.1323923051
963	0.1323547224
964	0.1323292833
965	0.1322866296
966	0.132276864
967	0.1322482203
968	0.1322444259
969	0.1322343653
970	0.1322212872
971	0.1322079064
972	0.1321913833
973	0.1321449438
974	0.132115496
975	0.132102879
976	0.1320692572
977	0.1320589982
978	0.1320428833
979	0.1320187248
980	0.1320050486
981	0.1319954841
982	0.1319864376
983	0.1319677796
984	0.131943336
985	0.1319278472
986	0.1318745465
987	0.1318551441
988	0.1318311323
989	0.1318169371
990	0.1317995333
991	0.1317706273
992	0.1317610089
993	0.1317398148
994	0.1317165402
995	0.1317080337
996	0.1316712492
997	0.1316627551
998	0.1316329074
999	0.1315953782
